time_s,total_load_kw,total_queue,bus_0_soc,bus_1_soc,bus_2_soc,bus_3_soc,bus_4_soc,bus_0_charging,bus_1_charging,bus_2_charging,bus_3_charging,bus_4_charging
34,240.0,6,22.605917113688545,24.766691405817117,15.080182091730373,18.438576422075307,14.432499868706392,0,0,1,1,0
36,240.0,6,22.6614726692441,24.822246961372674,15.03375819557956,18.39265631767664,14.38158973190202,0,0,1,1,0
38,240.0,6,22.717028224799655,24.87780251692823,14.98733429942875,18.346736213277968,14.330679595097651,0,0,1,1,0
40,240.0,6,22.772583780355212,24.933358072483784,14.940910403277938,18.300816108879296,14.279769458293279,0,0,1,1,0
42,240.0,6,22.828139335910766,24.988913628039338,14.894486507127128,18.254896004480628,14.228859321488907,0,0,1,1,0
44,240.0,6,22.883694891466323,25.0444691835949,14.848062610976317,18.208975900081956,14.177949184684538,0,0,1,1,0
46,240.0,6,22.939250447021877,25.10002473915045,14.801638714825504,18.163055795683285,14.127039047880166,0,0,1,1,0
48,240.0,6,22.994806002577434,25.155580294706002,14.755214818674695,18.117135691284616,14.076128911075795,0,0,1,1,0
50,240.0,6,23.05036155813299,25.211135850261563,14.708790922523882,18.071215586885945,14.025218774271423,0,0,1,1,0
52,240.0,6,23.10591711368854,25.266691405817117,14.662367026373072,18.025295482487273,13.974308637467054,0,0,1,1,0
54,240.0,6,23.161472669244098,25.322246961372674,14.615943130222261,17.979375378088605,13.923398500662682,0,0,1,1,0
56,240.0,6,23.217028224799655,25.377802516928227,14.569519234071448,17.933455273689933,13.87248836385831,0,0,1,1,0
58,240.0,6,23.27258378035521,25.43335807248378,14.523095337920639,17.88753516929126,13.821578227053937,0,0,1,1,0
60,240.0,6,23.328139335910766,25.488913628039338,14.476671441769826,17.841615064892594,13.770668090249568,0,0,1,1,0
62,240.0,6,23.38369489146632,25.54446918359489,14.430247545619016,17.795694960493922,13.719757953445196,0,0,1,1,0
64,240.0,6,23.439250447021877,25.600024739150452,14.383823649468205,17.74977485609525,13.668847816640826,0,0,1,1,0
66,240.0,6,23.49480600257743,25.655580294706006,14.337399753317392,17.703854751696582,13.617937679836453,0,0,1,1,0
68,240.0,6,23.550361558132987,25.711135850261556,14.290975857166583,17.65793464729791,13.567027543032085,0,0,1,1,0
70,240.0,6,23.605917113688545,25.766691405817117,14.24455196101577,17.61201454289924,13.516117406227712,0,0,1,1,0
72,240.0,6,23.661472669244095,25.82224696137267,14.19812806486496,17.56609443850057,13.46520726942334,0,0,1,1,0
74,240.0,6,23.717028224799652,25.877802516928227,14.151704168714149,17.5201743341019,13.414297132618971,0,0,1,1,0
76,240.0,6,23.77258378035521,25.93335807248378,14.105280272563336,17.474254229703227,13.363386995814599,0,0,1,1,0
78,240.0,6,23.828139335910762,25.988913628039334,14.058856376412527,17.42833412530456,13.312476859010228,0,0,1,1,0
80,240.0,6,23.88369489146632,26.04446918359489,14.012432480261714,17.382414020905887,13.261566722205853,0,0,1,1,0
82,240.0,6,23.939250447021873,26.100024739150445,13.966008584110904,17.336493916507216,13.21065658540148,0,0,1,1,0
84,240.0,6,23.99480600257743,26.155580294706006,13.919584687960093,17.290573812108548,13.15974644859711,0,0,1,1,0
86,240.0,6,24.050361558132984,26.211135850261556,13.87316079180928,17.244653707709876,13.108836311792734,0,0,1,1,0
88,240.0,6,24.10591711368854,26.26669140581711,13.82673689565847,17.198733603311204,13.057926174988363,0,0,1,1,0
90,240.0,6,24.161472669244098,26.32224696137267,13.780312999507657,17.152813498912536,13.007016038183991,0,0,1,1,0
92,240.0,6,24.21702822479965,26.377802516928224,13.733889103356848,17.106893394513865,12.956105901379619,0,0,1,1,0
94,240.0,6,24.272583780355205,26.43335807248378,13.687465207206037,17.060973290115193,12.905195764575245,0,0,1,1,0
96,240.0,6,24.328139335910762,26.488913628039334,13.641041311055224,17.015053185716525,12.854285627770873,0,0,1,1,0
